label,text,rewritten,Unnamed: 3,style
1,"Disappointing cakes.  The \""buttercreams\"" are made with shortening, and no butter at all.  Anyone who has tasted real buttercream knows that it is not as shelf stable or white as shortening frosting and tastes like real butter.  The chocolate cake has some kind of flavoring in it.  Fake rum, maybe?  I really think people buy these cakes because they don't know any better.  Perhaps the term \""buttercream\"" is used loosely outside of Europe, but true buttercream is not a concoction of Sweetex (sweetened shortening, commercial grade) and some other fake ingredients.  Carl also is very stuck in his ways when it comes to design.  He's not on the cutting edge, he will only do certain designs that he's been doing since the 80s.  There will be no rolled fondont ribbons or pulled sugar flowers or bright colors.  If you want a simple cake, and don't mind that it is frosted with fake buttercream because that's what is more shelf stable and easy to work with, then go to Carl's.\n\nI see that since I posted my review Deb R. from Carl's Cakes commented.  Thanks for your comment and those pictures.  I can definitely tell which ones Carl decorated as opposed to other cake decorators working there.  The cakes with a very simple piping design and love birds have Carl written all over them.  The cakes that are more creative and interesting are done by other people.  Oh, and you guys must go through a TON of shortening for all that \""buttercream\""!",,,informal
1,"This is based on the Buffet alone\n\nDon't let the extravagance and massive size of Caesar's Palace\ndistract you from how freaking horrible their buffet was.\nI'm not sure if this rule works but when you go to a buffet for dinner in\nLas Vegas and no one is in line for it, I'm thinking it is a first warning.\n\nThe eating area looks nice enough, but when you see the spread\nit is just awful, at no point should you pay $25+ for a buffet\nand you're able to be at one end of the buffet and you can see the other\nend of it, the buffet was THAT short. It was just unimpressive.\nI don't know about you, but when I go to a buffet, i like SELECTION.\nThank goodness they had snow crab legs because if they hadn't\ni would've FLIPPED, so of course i tried to get my meal's worth.\n\nThe food in general was just unappetizing for my eyes and my stomach.\nAvoid the buffet at all costs.",,,informal
1,"This place sucks.  period.  The food is low-end, soggy, overpriced crap.  The service is a joke - you should not come here if you have plans within even 2 hours of entering this place because you will probably still be waiting for your check.  Oh yeah and the best part?!  They dont \""do\"" change.  SO basically if you dare to pay for your meal with cash - don't expect any of the change they owe you from YOUR money.  Probably to save for their pathetic servers because I doubt they actually get tipped anything.  This is quintessential Charlotte BS built for use by the culture-less yuppie zombies that are slowly taking over this city.....beware.",,,informal
1,"I think the ownership has changed.  The people who are running this place now are poor at providing customer service.  What a shame.  I have tried to eat lunch at this place three times over the last month (since the ownership changed) and each time they demanded cash only since \""the credit card machine is broken\"".  WTF?? For a whole month?  If you stopped taking credit cards just say so.  Today when I went to check again, they again said the credit card machine is still broken.  So I declined to eat there and then the manager said \""don't you even have seven dollars for lunch?\""  WTF.....what business is it of theirs how I manage my finances.  I use my credit card for almost everything other than when I am just buying a drink at the Seven-Eleven.  That is how I maximize my bonus points and kick-backs and that is how I track all my expenditures too.  So if you want to be treated like an idiot go there to eat.  If not, don't go because you will certainly be disappointed.  I wonder how long before this place will go under too?",,,informal
1,"This club should be renamed DXS... because the only thing it has an excess of is douchey-ness.\n\nA totally un-original club, where the only highlight was the pool no one was allowed to swim in. The music was okay. The line to get in was ridiculously long (waited over an hour). The hotel/ club staff were incredibly rude. The cover was overpriced, the drinks were overpriced, and the club was wayyyy overcrowded.",,,informal
1,"So far not impressed with this place. I've spoke to at least 4 people today and most of them with borderline rude, and none of them were able to help me with my inquiry about becoming a new patient. I guess they don't need my business! I find it very frustrating that I called several tmes and none of them were able to answer any of my questions.",,,informal
1,Birthday signup we got the $30 gift card and went over mid week.  Another one of my favorite places.  The service was terrible.  The guy was new and he was trying but we sat down and it took 2 and half hours.  I don't think it's supposed to take that long.  I even saw the manager on my trip to the bathroom and told him that the server needed help.  Nothing changed.  I don't think the manager cared because I didn't see him helping.  \nBut the biggest issue besides being there for 150 minutes was that the fried rice problems.  The cook who I think was also new.  And it could have been the server. But he didn't make enough.  And he accidentally gave the bowl to the wrong person.  Then he realized and took it back and gave it to the poor girl next too us who was also having a birthday.  And I think the first person took a taste of it.  Then my girlfriend gets her rice and because there wasn't enough left he put in a bunch of burned rice that was sitting on the edge of the table trying helplessly to give her a full bowl.  Pretty sad I had to pay a few dollars for that upgrade.,,,informal
1,"I was craving meat jun, drove to the outdated address that was listed. The person who answered wasn't sympathetic at all. Paid $14 for 1 thin slice kalbi- almost see through, 1 piece BBQ chicken and 1 slice meat jun. I coulda got cheaper in Hawaii. I specifically asked for Koch-jun sauce which they did not give me in my to go plate, and no chopsticks- really??!?!? If I could I would give this a negative 1 star for the entire experience. So shame an waste my time, gas, and money!",,,informal
1,"So unorganized, several expired products and not at all fresh vegetables sums up this shop.  Go to Rajbhog even if it takes that extra 2 miles",,,informal
1,"I've been going here for two years, but only started seeing them more than once a year to start allergy shots this past April. The actual doctors are good, not great but good enough for me not to search elsewhere. The staff however is abysmal. They regularly cancel appointments or allergy injection hours without notice, lose paperwork and in one case demanded payment and attempted to deny treatment for billing they never actually sent me. \n\nA great example, I decided to start allergy shots in April. They were supposed to start the proces immediately, but only started the process when I follow-up with them in May wondering why I hadn't been charged for it yet. Once they ordered my serum for my allergy shots in May I was told to wait a month. In late June, 6 weeks later, I called and they said they weren't sure, they had no record of my serum yet. Then they confirmed and made my appointment to start. Which they lost when I went in. In the less then 3 months I've been getting shots the \""open hours\"" for shots have been altered without notice 3 times.\n\nOnce I finish my allergy shots I'm leaving and never looking back.",,,informal
1,"Gluten-free sure, but unfortunately lacking in healthy choices. \nWent for breakfast. Smoothie was the most horrible one I have ever had in my life. Full of vanilla and stevia (and low-quality powdered protein).\nNot real eggs- rubbery and cold, junk food disguised as healthy food.\nThe bread was yukky- rice with tapioca starch.\nIf you want gluten-free processed junk food, go for it.",,,informal
1,"I'm sad to have to give this review. I've tried to eat here a half dozen times over the past several months, and succeeded only once. While the food was ok, the service leaves much to be desired.  The biggest complaint? That they don't seem to understand why they have hours of operation on their web profiles, and posted in their window.  As a busy full time worker and student, sometimes I can't make it to a restaurant until after 9. So if you post that your hours are until 10 pm, and the sign in the door says the same thing, and if come in at 9:15, when there are still customers eating, why the hell would you tell me your closed? The sad part is that this isn't a one time occurrence. It has happened repeatedly over the last several months.  You'd spend your money more wisely at New Seoul. My experience over the years is that Korean restaurants either look nice and have poorer quality food and service, or they look like a hole in the wall, but have better food and service.  Sol's on the Square is the former, while New Seoul is the latter, and they actually are open durring their posted hours of operation.",,,informal
