label,text,rewritten
1,"""Crappy cakes. Shortening-based ""buttercream"" instead of the real deal. Chocolate cake tastes off, like fake rum. People buy 'em 'cause they don't know better. Carl's stuck in his ways, does the same old designs from the 80s. No fancy fondant or sugar work. Simple cakes for simple minds. Deb R. from Carl's Cakes commented, thanks for the pics. Can tell which ones Carl did, they're basic. Other decorators there do more creative work.""",True
1,"
""Terrible experience. $70 per head for dinner, soda extra, two bucks a pop, no free refills. Bathrooms busted, had to switch boats, no comp for the trouble. Sat two hours at port for a crappy buffet - red potatoes, pork, soggy salad, mediocre prime rib. Waited thirty minutes for a server who didn't even know he had our table. Once he showed up, he didn't do much serving. In fact, we never saw him again. Unforgettable, but not in a good way.""",True
1,"
""Went out for seafood night, solo. Place was different than usual, fewer tables and dirty ones left unattended for too long. Line was ridiculous, like something out of a Disney nightmare. Only three seafood options: oysters, crab legs, and shrimp. Rest was just their regular buffet. Not worth the extra cost, my family refused to wait. Last night, only 14 couples ahead of me and still took over an hour to get a table. Don't think I'll be back until they shape up.""",True
1,"
""Been gettin' our lunch from Vons deli three days a week for near seven months now. One employee, always in a foul mood, rude as can be. Called the assistant manager, but that didn't change a thing. Yesterday, my associate goes to pick up our lunch and the manager's there. Tells him about our poor service and 'titude. Gets a bunch of excuses. Today, they tell us we gotta pay for the bacon now. Seven months, no one's charged us for bacon. Now we speak up, suddenly we're bein' punished. As a manager myself in customer service, this is a damn disgrace.""",True
1,"
""Caesar's Palace buffet? More like a sad joke. Empty tables, mediocre grub. Twenty-five bucks? No way. Snow crab legs saved the day, but still, avoid it like the plague.""",True
1,"
""This joint's a dump. Food's mediocre, overpriced, and the service is a joke. Don't bother comin' here if you've got places to be, 'cause you'll prob'ly still be waitin' for your check. And forget about gettin' change, they don't do that here. Cash only, my friend. This place is a typical Charlotte spot, built for them braindead yuppies takin' over the city. Steer clear, pal.""",True
1,"
""New ownership, poor service.  Three times, lunch denied.  Cash only, broken credit card machine.  Bullshit.  Today, same story.  Manager asks, ""You don't have seven bucks?""  None of their business.  I use credit for everything, bonuses and tracking.  Idiots.  Avoid, disappointment guaranteed.""",True
1,"
""Bought a pizza, personal size. Wife got a taco. Throwing up pizza since 7. Food poisoning. Avoid.""

This revised version of the text uses simpler language and shorter sentences, similar to Hemingway's writing style. It also omits unnecessary words and details, such as the time of day when the pizza was bought, to make the message more concise.",True
1,"
""DXS, that's what they should call this joint. Excess of douchebaggery, that's what they got here. Unoriginal, like every other club out there. Pool? Forget about it, nobody's swimming in that thing. Music? Just okay. Line to get in? Hour plus. Staff? Rude as hell. Cover? Overpriced. Drinks? Same. Crowd? Way too packed.""",True
1,"
""Underwhelmed by this joint so far. Spoke to four folks today, most of 'em borderline rude. None could help me with my question about becoming a new patient. Guess they don't need my business. Frustrating as hell, called multiple times and still no answers.""",True
1,"
""Birthday signup, gift card in hand, we ventured out mid-week. Favorite spot, but service was lacking. New guy, trying his best, but two and a half hours? Manager didn't seem to care, even after I mentioned it. Fried rice issues too. Cook, new like the server, made too little, gave it to the wrong person, then took it back and gave it to the girl next to us. My girlfriend got burnt rice. Upgrade not worth the few bucks.""",True
1,"
""Cravin' meat jun, I drove to the address listed. Guy who answered, no sympathy. Paid fourteen bucks for a thin slice of kalbi, practically see-through, a piece of BBQ chicken, and a slice of meat jun. Could've gotten it cheaper in Hawaii. Asked for Koch-jun sauce, didn't get it. No chopsticks either. Place deserves a negative one-star review. Total waste of time, gas, and money.""",True
1,"
""Unorg'nized mess. Expired products, wilted veggies. Avoid this joint. Head to Rajbhog instead. Worth the extra distance.""",True
1,"""One star's too generous for this joint. Blonde manager's got some 'tude, real unprofessional. Believe she's the head honcho, ain't no excuse for that kinda behavior. Never comin' back here, no sir. She was about as helpful as a wet noodle and had the nerve to chew out an employee in front of God and everybody. Just plain wrong. Only bright spot was Nadia, the Clinique rep. She was a peach.""",True
1,"
""Been coming here for two years. Started allergy shots last April. Doctors are decent, not great, but good enough. Staff, though - terrible. Cancel appointments, lose paperwork, demand payment, and deny treatment over billing issues. \n\nExample: wanted to start allergy shots in April. Supposed to start right away, but didn't get around to it until I followed up in May. Ordered my serum in May, waited a month. Called in late June, they said they had no record of it. Confirmed my appointment, then lost it. Three times now, they've changed the 'open hours' for shots without notice. \n\nFinish my shots, I'm outta here.""",True
1,"
""Breakfast at a joint claimin' to be gluten-free. But, hell, their smoothies were the worst I've ever had. All full of vanilla and stevia, like someone poured a damn health supplement in there. And don't even get me started on the eggs. Rubbery, cold, and not even real. Just some cheap imitation. The bread? Forget about it. Rice with tapioca starch. Tastes like cardboard. If you're lookin' for gluten-free crap, this is your place.""",True
1,"
""Sad to say, I gotta give this review. Tried to eat here six times over a few months, only made it once. Food was alright, service sucked. Biggest gripe? They don't get why they got hours on their website and in the window. Busy full-time worker and student, can't always make it before 9. If you say you're open till 10 and the sign says the same, then why turn me away at 9:15 when there's still customers eating? Happened multiple times over several months. Don't waste your cash here, go to New Seoul instead. Korean restaurants are either nice looking with subpar food and service, or they're a hole in the wall with better quality. Sol's is the former, New Seoul's the latter, and they're actually open during their posted hours.""",True
1,"
""Haven't been to Coco's in ten years. Went with my grandparents when I was a kid. Girlfriend ate there with a coworker recently, said she wanted to go back for pie. Figured, why not? Couldn't remember the food being that great, but worth a shot. Went during her lunch break, hostess/waitress took five minutes to seat us, even though it wasn't busy. Not a big deal, I'll wait for a good meal. But it never came. Decided to split a sandwich, waited 35 minutes, paid for drinks, and walked out. Waitress gave us the runaround, made excuses for the slow food. Never eating at Coco's again. Poor customer service, poor service overall.""",True
1,"
""Don't bother with 'em. Called after no reply to my message. Asked if they'd installed the drip line like I paid for. Their site says they do irrigation, but they claim otherwise. Leaving town, good thing I called - 108 degrees and not a drop of water. Lousy customer service, if you ask me. Sticking with A&P on Ironwood.""",True
1,"
""Pete's Fish and Chips? Forget it. Used to be good, now it's crap. Don't know what they did, but it's not worth my time. I went to the one on 44th Street in Phoenix, always had a good experience. Not anymore. Goodbye, Pete's. It's in the past now, and that's where it'll stay.""",True
1,"
""This joint's no good.  Breakfast was a bust, they lied about the time.  Only a handful of dishes to choose from, not worth the jack.  You're better off at MGM Grand's Buffet or Rio, they may cost a bit more but you get what you pay for.  Don't waste your time here, and oh, the server was a jerk too.""",True
1,"
""New York, New York. ESPN's grub? God-awful. Anchor Steam, the best brew. Boneless buffalo wings? Avoid 'em. Friends wouldn't touch 'em. Closing down? No surprise. Disney? Better luck next time.""",True
1,"
""Traveled much, seen many ports. This one, though—jammed up, man. Cabs, security, terminals, runways—all clogged. Get there early, jam to your tunes while you wait.""",True
1,"
""Bad meal. Pork was warm, flavorless. Rest of grub was cold. Dorm food. Give 'em another shot, but need some persuadin'.""",True
1,"""Terrible way to start the weekend, came here with friends on a Friday night. Service was fishy, don't know if it was a language barrier or what, but they botched every order. Finally got our food, then they told us to leave 'cause we'd ""exceeded"" our time limit. Are you kidding me? Wouldn't have exceeded it if they'd gotten one order right. Better sushi options in the area, wonder how this place stays in business.""",True
1,"
""Boneless meal, 8 pieces. Cajun, 3. Hot Togo, 5. What arrived? 4 Cajun, 4 mild. Dry as the Sahara. Unhappy, I am.""",True
1,"
""First time, disappointed. Legs not waxed clean, left scars on knee and eyebrow. Friendly technician, doesn't matter. Job poorly done.""",True
1,"
""This joint gets zero stars from me. Ten bucks for a burger? Eight dollars for a shake? No way, pal. I used a Groupon and still paid over twenty bucks for my wife and me. That's robbery. There are better burgers in this town, and this ain't one of them. \nFirst off, I hate spending that kind of cash when I'm not getting served. Our food sat in the window for five minutes while some dude took three orders. Come on, man! This location blows. Place Station sucks. Non-Union. You can tell. I got another bad review for this dump. Johnny Rockers. More like Johnny Crockers. People think it's great? I don't get it. I shoulda read the Yelp reviews before I bought two Groupons to this hole. Won't happen again. Same complaints from other folks. Overpriced. \nPeople think expensive means good. Not here. I felt ripped off.""",True
